surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,component_probability_12,component_probability_13,component_probability_14,component_probability_15,component_probability_16,component_probability_17,component_probability_18,component_probability_19,component_probability_20,component_probability_21,component_probability_22,component_probability_23,dominant_membership,membership_entropy
52,33,52:33,"Or do they say, ""He has made it up""? Rather, they do not believe.",6.2097935e-12,0.00016114594,2.0185047e-10,9.501731e-12,1.4502502e-12,1.37962775e-11,0.0,8.7724026e-17,4.518805e-07,2.5291877e-08,1.0559449e-07,2.137967e-11,1.4163264e-11,1.2645021e-11,1.8861986e-15,0.99960333,3.9139157e-11,1.2445261e-13,0.00023155939,3.4272548e-12,2.4584475e-12,1.7370454e-14,8.087242e-12,1.07774966e-07,15,0.003752695753098388
52,34,52:34,"Then let them produce a statement like it, if they should be truthful.",5.5372386e-12,0.013634307,7.039517e-12,9.4912255e-12,1.1212774e-13,1.3602653e-12,0.0,3.715732e-16,4.5098204e-05,3.6330643e-09,4.629184e-12,7.497742e-09,3.9942352e-10,4.234637e-09,3.5559212e-18,0.98618793,5.396261e-09,6.623185e-13,0.00013370889,6.511548e-15,4.981569e-12,4.335474e-08,1.6582173e-11,2.0918696e-11,15,0.07392293671748167
52,35,52:35,"Or were they created by nothing, or were they the creators [of themselves]?",3.804491e-14,8.049594e-06,2.8840667e-13,4.729443e-13,1.0577419e-09,2.5530063e-14,0.0,9.91343e-18,2.7002678e-15,5.238389e-14,0.9999923,4.7974533e-14,1.2529974e-18,2.9928517e-13,4.671266e-10,5.4695426e-09,1.517388e-11,8.751651e-16,1.7083856e-08,1.264122e-17,3.2559487e-17,4.2108306e-23,3.0091448e-19,3.103494e-11,10,0.0001025528784138349
52,36,52:36,"Or did they create the heavens and the earth? Rather, they are not certain.",8.087736e-12,0.001167686,1.1457478e-10,9.185986e-13,9.4139854e-05,1.9983071e-12,0.0,3.9048873e-14,1.1637474e-08,1.0922964e-10,0.9986124,9.153455e-13,1.0580903e-14,1.3342927e-10,7.111854e-12,5.7473262e-05,1.72659e-11,2.7044767e-13,6.703893e-05,1.5990345e-12,1.1296408e-13,2.7433205e-18,8.190505e-12,2.7080984e-07,10,0.011354204707555651
52,37,52:37,Or have they the depositories [containing the provision] of your Lord? Or are they the controllers [of them]?,2.1249782e-07,0.19138701,2.1392696e-06,1.04241035e-05,1.7293376e-05,1.4342167e-07,0.0,4.3729412e-10,1.4502879e-06,1.29816495e-08,2.4953664e-09,5.2278417e-09,1.7750352e-11,5.6871835e-10,1.7677314e-10,8.771578e-07,5.346814e-10,1.6289828e-10,0.8052654,4.1227195e-12,0.0033142176,1.11097765e-14,1.4930149e-10,1.1178508e-08,18,0.5101550505812286
52,38,52:38,Or have they a stairway [into the heaven] upon which they listen? Then let their listener produce a clear authority.,2.9950836e-10,0.002956352,8.370874e-10,1.2291207e-07,6.8360855e-06,2.9965594e-09,0.0,1.4833155e-07,8.4397e-06,1.8563016e-10,5.598206e-08,3.0948397e-11,4.2373884e-07,1.5053235e-08,6.527229e-11,9.062325e-05,4.1751416e-10,2.9576515e-09,0.9969377,2.4142124e-10,2.70824e-09,3.8474782e-11,8.4338253e-10,2.0975311e-07,18,0.021313480280932263
52,39,52:39,Or has He daughters while you have sons?,3.0485e-17,0.0005301297,5.0149627e-09,1.2860863e-12,2.4182766e-18,6.872365e-17,0.0,5.6576757e-15,1.506855e-11,0.99945843,8.4236007e-10,6.9207634e-12,3.8024593e-14,9.5608725e-15,1.740312e-10,2.18379e-10,6.2226524e-10,3.7294057e-17,1.36394365e-05,9.7076566e-15,7.099541e-14,3.2056338e-14,6.0367996e-16,6.256561e-13,9,0.004692798265338898
52,40,52:40,"Or do you, [O Muhammad], ask of them a payment, so they are by debt burdened down?",2.1255251e-11,1.9319025e-06,1.5701895e-12,1.2425351e-11,6.4947064e-14,7.388641e-13,0.0,1.20859186e-17,0.00011248341,1.10581665e-11,1.917849e-13,1.3738626e-09,1.9281372e-09,9.463221e-09,2.6734213e-25,1.908875e-09,1.8923427e-11,1.0843775e-13,5.0921767e-06,3.3059065e-12,0.99988174,4.3600404e-14,6.6424145e-13,6.602658e-11,20,0.0012287909642609105
52,41,52:41,"Or have they [knowledge of] the unseen, so they write [it] down?",1.6273539e-12,0.99075043,3.1970496e-06,1.728616e-08,8.416479e-08,8.4522483e-10,0.0,2.5315655e-13,5.5165884e-08,2.3088428e-07,1.2841071e-10,8.201839e-08,2.823315e-05,1.0960791e-08,8.050595e-09,0.0005781082,1.675666e-11,2.6659626e-13,0.008639888,4.0690346e-12,9.861796e-10,7.338409e-15,8.1575846e-10,1.258883e-07,1,0.054914228967734284
52,42,52:42,Or do they intend a plan? But those who disbelieve - they are the object of a plan.,5.6949744e-11,0.98252296,7.2042155e-08,5.955947e-06,6.498189e-10,4.29321e-08,0.0,3.7920058e-19,2.0347836e-05,1.3897648e-10,5.9472683e-08,1.7570974e-08,1.2426462e-15,1.2027975e-08,4.6705283e-13,0.0051206048,1.09336e-09,3.9126407e-14,0.012332992,2.9791436e-09,2.6731689e-08,1.05305584e-16,5.6606417e-12,5.663801e-10,1,0.09883682011306175
52,43,52:43,Or have they a deity other than Allah? Exalted is Allah above whatever they associate with Him.,1.6095729e-12,7.799349e-05,2.3604214e-09,0.0076897535,0.047300283,1.0901614e-09,0.0,1.1939267e-12,0.9369079,3.3050776e-10,4.7228427e-06,4.9546465e-09,5.9297026e-11,9.204666e-09,3.8380869e-31,7.253172e-05,4.7214894e-07,3.9017515e-11,0.00794712,4.938348e-07,7.102481e-10,3.016167e-11,6.5697736e-10,5.5956195e-09,8,0.28274114172614734
52,44,52:44,"And if they were to see a fragment from the sky falling, they would say, ""[It is merely] clouds heaped up.""",3.860613e-08,0.0011163666,5.211731e-10,5.2292953e-10,0.00025663967,2.1323094e-08,0.0,7.171071e-14,7.284341e-12,2.7721921e-07,7.921524e-08,2.0515767e-08,2.651904e-13,7.261249e-07,0.9967095,0.00043228987,1.9900868e-09,2.2027224e-11,0.0014759132,2.3380868e-11,4.1693986e-09,4.4706162e-11,9.2363435e-12,6.1959463e-06,14,0.02605660165202179
52,45,52:45,So leave them until they meet their Day in which they will be struck insensible -,1.4050989e-06,0.3192853,1.5969058e-06,8.321134e-05,2.707682e-09,8.283547e-11,0.0,4.3717072e-10,0.00045654035,1.3282869e-07,1.0776673e-07,0.01591776,3.2331852e-11,0.00022012767,1.6700973e-08,8.644853e-06,7.4817495e-07,4.258115e-06,0.661449,1.4065683e-06,1.7318575e-07,1.2606407e-09,1.5981108e-08,0.002568347,18,0.7255111950916495
52,46,52:46,"The Day their plan will not avail them at all, nor will they be helped.",1.2349595e-12,0.0034150942,1.0309985e-10,5.4934753e-05,5.1355745e-16,4.218694e-15,0.0,4.0338468e-18,3.3158516e-09,9.358204e-12,3.4273562e-14,0.99573666,1.576361e-17,2.2509212e-09,4.7778435e-12,9.1506206e-07,2.2325163e-11,1.7781237e-13,0.0007937572,1.8159489e-13,3.9675125e-08,3.209637e-13,2.9281976e-14,1.5982783e-12,11,0.029869247868151524
52,47,52:47,"And indeed, for those who have wronged is a punishment before that, but most of them do not know.",1.7997083e-13,1.8872806e-05,6.4453326e-10,1.145997e-10,1.4286651e-12,2.2600801e-13,0.0,7.198256e-15,3.097075e-09,1.6732251e-12,6.2876674e-12,2.8669246e-11,1.1726481e-13,0.9998627,1.7924969e-17,6.645473e-08,1.0444252e-11,3.5625642e-16,3.8898295e-05,6.3611476e-14,3.6770903e-12,2.262138e-16,7.906622e-05,3.7383638e-10,13,0.0014855922895175614
52,48,52:48,"And be patient, [O Muhammad], for the decision of your Lord, for indeed, you are in Our eyes. And exalt [Allah] with praise of your Lord when you arise.",1.1816309e-10,3.296447e-06,3.496574e-11,4.1957287e-07,2.4990842e-07,6.973371e-11,0.0,4.007601e-12,0.9987267,1.9696496e-09,6.618905e-09,0.0010082608,8.736876e-08,3.3610497e-08,9.766585e-34,6.620326e-07,2.1446463e-06,4.152125e-11,0.00025462112,7.9653404e-08,1.1333637e-09,4.2804364e-09,2.2676854e-08,1.5352542e-07,8,0.010431531011068156
52,49,52:49,And in a part of the night exalt Him and after [the setting of] the stars.,3.5174568e-11,0.00032572623,3.6595816e-06,6.635825e-07,1.3133793e-05,1.4768153e-09,0.0,2.6155592e-10,1.9262439e-13,4.69768e-09,2.7371147e-08,0.6773414,1.7335096e-15,1.7051443e-07,0.32171708,1.4656771e-06,2.3908924e-06,4.859733e-05,0.00052952534,1.4485305e-05,7.069992e-09,5.2577587e-10,5.3497092e-11,5.7187743e-09,11,0.6362433419563214
53,1,53:1,"By the star when it descends,",3.2367048e-17,1.1932018e-06,2.1921892e-15,4.5517017e-11,2.6362415e-12,1.11672485e-17,0.0,2.1083734e-18,9.105338e-18,1.0339896e-14,1.7373235e-14,0.00030192974,4.370151e-20,9.721483e-14,0.9996948,8.2255813e-10,5.596828e-12,2.2492587e-14,1.9042577e-08,2.070541e-15,2.734496e-15,1.3876251e-17,2.630757e-19,7.90252e-13,14,0.0027689966394185495
53,2,53:2,"Your companion [Muhammad] has not strayed, nor has he erred,",5.9307104e-07,9.986485e-05,3.4415685e-08,1.994625e-08,4.8050136e-08,3.5872721e-10,0.0,5.7056976e-10,0.99899346,4.6059273e-07,2.791363e-10,3.2821642e-08,1.673882e-05,1.9240942e-11,4.9691373e-27,1.729053e-06,9.4480406e-08,1.4505346e-09,0.00088339485,2.6490005e-07,1.9551504e-08,2.3948402e-10,2.8274846e-06,5.7840396e-11,8,0.008404411577823772
53,3,53:3,Nor does he speak from [his own] inclination.,7.148176e-09,0.9436656,6.244672e-10,3.8642507e-09,2.262844e-10,8.088873e-13,0.0,6.728095e-15,1.4265775e-07,1.7838029e-06,1.796855e-05,1.8737994e-07,2.5904188e-09,2.0614749e-10,5.2826786e-06,0.000392414,1.6536042e-06,1.1808109e-10,0.055916917,1.1020544e-14,5.2436606e-09,8.39312e-12,1.3929375e-12,1.28298225e-08,1,0.21936477772842533
53,4,53:4,"It is not but a revelation revealed,",1.6283525e-06,0.38958815,1.2924148e-06,4.0495893e-10,1.9070137e-07,4.0582577e-06,0.0,7.395561e-10,2.8739745e-05,3.3396077e-06,4.4029413e-08,0.00072488334,3.363145e-05,0.00013360793,6.1621126e-09,0.017071532,3.605294e-05,2.036723e-07,0.59237194,1.6896607e-09,4.733495e-09,5.6727904e-12,4.466472e-12,4.2819437e-07,18,0.7545095723070745
53,5,53:5,Taught to him by one intense in strength -,5.857918e-10,0.29093,0.0006962311,3.5959502e-07,1.3343246e-08,5.0023523e-09,0.0,7.104689e-14,1.6495017e-07,1.078263e-08,0.6041015,1.1590539e-11,4.118637e-10,2.3901639e-05,0.00024782118,6.7169407e-07,2.6817279e-08,1.8280366e-12,0.10399737,1.8707571e-14,3.1787565e-08,3.700177e-14,2.8163333e-13,1.8294633e-08,10,0.9064577227916395
53,6,53:6,One of soundness. And he rose to [his] true form,1.9858788e-08,0.039105456,0.0010086993,0.018433254,0.0001282065,3.2829622e-10,0.0,4.8822084e-08,4.109507e-08,2.0094433e-06,4.1050796e-05,1.0438144e-06,7.63562e-10,3.8289333e-08,0.005974046,0.0031064197,3.2665508e-08,4.6362022e-11,0.9316759,2.6301283e-09,3.446478e-10,1.0706011e-11,4.2670028e-09,0.0005232344,18,0.3273564891956444
53,7,53:7,While he was in the higher [part of the] horizon.,4.9783853e-09,5.4382428e-05,1.9013634e-06,2.0636497e-07,1.39930125e-05,4.702086e-11,0.0,1.492578e-08,5.095612e-15,8.461535e-11,1.5895911e-10,1.7149757e-06,4.091223e-15,1.8343603e-10,0.99992365,7.4091264e-07,8.8032753e-10,3.992161e-11,4.7521376e-06,8.245128e-16,1.1780785e-12,1.6527602e-12,3.0190925e-10,1.9022113e-07,14,0.000889797463506423
53,8,53:8,Then he approached and descended,1.5309067e-10,0.00057848764,1.7786796e-06,1.8583138e-10,2.3155518e-10,6.173776e-11,0.0,5.6599023e-14,1.0893991e-12,9.52884e-13,1.2622546e-06,5.841055e-08,5.710664e-17,4.1307524e-10,0.9988867,1.5493086e-08,1.1475811e-09,5.5360745e-13,0.0005354751,9.112236e-14,4.1669e-10,3.9313166e-12,4.7531406e-11,2.812023e-09,14,0.009500801930070989
53,9,53:9,And was at a distance of two bow lengths or nearer.,6.3289166e-11,3.726385e-05,7.4277677e-09,7.2055817e-10,3.0400584e-09,4.0789143e-14,0.0,2.2514072e-12,2.357432e-18,7.298947e-11,2.1711381e-11,3.9049715e-09,8.790242e-13,3.10372e-10,0.99996185,1.4981462e-07,4.1206076e-07,3.0756994e-13,4.961439e-08,1.4676637e-13,1.1561093e-10,5.9987703e-13,4.3803455e-14,6.5244054e-14,14,0.0004276935482710906
53,10,53:10,And he revealed to His Servant what he revealed.,1.4826089e-06,0.050492834,0.0039820326,1.4139e-07,1.0189347e-06,1.5176357e-05,0.0,4.9803366e-11,1.0550233e-06,2.3921789e-06,2.3462833e-08,2.996151e-07,6.791424e-08,0.00010481807,7.6145184e-06,0.0006043287,4.1064848e-07,3.077067e-09,0.94478935,1.5515817e-13,5.519222e-07,4.175761e-11,1.9228551e-10,1.7158893e-09,18,0.23222933952270366
53,11,53:11,The heart did not lie [about] what it saw.,6.6000965e-09,0.9550734,2.3612267e-06,2.9396865e-10,6.5592345e-09,4.284231e-07,0.0,4.3938196e-13,2.364054e-08,0.0004949464,7.315059e-11,5.422184e-07,1.2740557e-10,8.819549e-09,0.0027241635,0.0061998093,1.6725147e-07,2.0995375e-10,0.03550312,9.254271e-17,7.1159625e-09,4.0115335e-11,2.551415e-10,1.4545145e-07,1,0.21383666605933677
53,12,53:12,So will you dispute with him over what he saw?,1.1052443e-09,0.99470395,1.420801e-12,4.1854947e-16,5.4880602e-09,4.5157378e-07,0.0,4.2462986e-17,2.7800406e-06,5.397844e-10,6.510403e-08,1.9246624e-08,2.2037115e-13,1.8030784e-10,1.01388665e-13,0.0043910607,4.25141e-07,5.126973e-12,0.0009012032,1.9654679e-10,1.260884e-12,2.5396211e-14,1.5054911e-14,9.91399e-12,1,0.035486495438945366
53,13,53:13,And he certainly saw him in another descent,1.2172995e-10,0.6788055,0.03766765,1.3434918e-09,1.2709503e-08,4.1853518e-08,0.0,3.294892e-11,1.1242313e-08,1.740075e-08,4.4843236e-07,4.130063e-08,1.0954082e-12,8.190736e-09,0.24984628,0.00022183216,1.4801855e-05,2.3598712e-10,0.03343923,1.9509122e-07,1.2327686e-08,1.1873513e-10,3.371253e-11,3.0616047e-06,1,0.8487173116529549
53,14,53:14,At the Lote Tree of the Utmost Boundary -,2.0231694e-09,1.827833e-06,2.3391293e-12,2.1995242e-10,2.495696e-12,1.6886392e-13,0.0,0.9995233,2.8427354e-20,3.5126662e-13,2.0489133e-12,2.1057456e-10,2.344679e-18,4.132225e-14,0.00047300232,1.09235475e-10,6.25018e-09,5.5289644e-12,6.3855734e-09,3.3666856e-14,7.4194516e-14,7.905277e-17,6.0852216e-21,4.2453778e-16,7,0.004122545931362188
53,15,53:15,Near it is the Garden of Refuge -,4.515246e-11,4.0503352e-08,1.3327364e-17,2.250461e-21,4.9460916e-24,2.8168162e-21,0.0,1.0,1.7061277e-21,2.0313653e-18,2.3707303e-21,1.7354505e-20,4.916274e-25,3.449137e-24,1.9986468e-08,2.0972305e-19,9.4376804e-20,7.135389e-19,1.0388854e-12,1.1730289e-27,5.4366838e-21,1.3607611e-23,3.842251e-29,2.6355616e-24,7,1.0453967722969258e-06
53,16,53:16,When there covered the Lote Tree that which covered [it].,4.840971e-05,2.4204151e-05,9.4165983e-07,1.1762449e-07,1.3401274e-11,1.6773368e-09,0.0,9.624474e-07,1.5878772e-16,1.9624292e-07,6.390946e-13,1.4430296e-08,7.6764967e-13,1.886851e-10,0.99992365,4.4909978e-08,1.5787204e-09,4.3840154e-10,5.8061795e-07,2.14548e-14,1.2814163e-09,2.7919947e-15,1.7355153e-14,3.615221e-14,14,0.0008553770159473981
53,17,53:17,"The sight [of the Prophet] did not swerve, nor did it transgress [its limit].",5.5038136e-06,0.059684232,1.1058322e-06,1.1919866e-07,0.00043222393,0.0010684349,0.0,1.4375518e-08,0.032616798,1.4003044e-06,2.9068254e-09,1.0589552e-05,0.0007226966,1.6322367e-09,9.562653e-09,0.0047856173,8.034255e-06,6.886804e-08,0.900665,1.44143e-06,1.06232854e-07,4.629416e-11,2.6180473e-08,4.638219e-11,18,0.415897179788132
53,18,53:18,He certainly saw of the greatest signs of his Lord.,1.2400159e-11,3.9091232e-05,5.12257e-06,6.092871e-11,1.2787606e-08,1.4867858e-10,0.0,2.8392203e-15,4.6661928e-09,6.6097358e-12,9.165725e-12,4.7899452e-11,1.0833298e-16,8.026844e-13,4.991406e-11,3.9404793e-10,1.5810012e-13,8.368048e-14,0.0019891213,0.997965,1.5498915e-11,5.313047e-16,1.120409e-14,2.7905935e-12,19,0.01486491042758796
53,19,53:19,So have you considered al-Lat and al-'Uzza?,4.2414772e-08,0.87877476,4.732231e-09,0.0016656669,1.9670925e-13,6.962367e-11,0.0,4.617875e-06,0.112361364,9.304859e-09,3.9695064e-10,5.627373e-06,3.8091697e-05,3.2351868e-09,5.353551e-17,4.2500613e-08,0.0011440442,2.901837e-11,0.006003746,1.8402865e-06,4.29321e-08,5.781241e-10,1.3566346e-09,5.6167545e-07,1,0.4088506755439021
53,20,53:20,"And Manat, the third - the other one?",2.3512483e-07,0.1860571,0.0006081608,0.6439022,6.75033e-08,5.8519217e-06,0.0,3.9930054e-08,7.818828e-06,9.150555e-06,6.156503e-07,0.00030570914,4.6080885e-07,4.4452217e-06,0.00021775824,4.7498743e-05,0.13622046,1.6674937e-08,0.03260797,5.3299956e-09,5.162823e-07,1.0951173e-09,2.847778e-08,5.259053e-06,3,0.989223294196698
53,21,53:21,Is the male for you and for Him the female?,2.9668146e-10,0.045031745,8.318688e-13,1.7786778e-08,3.6512855e-13,3.1329973e-16,0.0,7.819209e-15,1.33872245e-11,0.95153135,2.7635219e-08,6.5458865e-09,9.0220095e-11,3.2204955e-10,4.85258e-06,1.1320896e-08,0.003396127,2.8644553e-10,3.2901797e-05,4.2630386e-14,5.5284402e-11,1.1913918e-13,1.7350131e-13,3.73879e-11,9,0.20659798628461748
53,22,53:22,"That, then, is an unjust division.",1.0036298e-09,0.023409087,2.501695e-09,4.3073607e-11,9.986554e-14,2.07434e-11,0.0,2.5793475e-15,1.9929194e-10,1.6094587e-09,5.7634925e-10,6.148681e-09,4.935454e-12,7.4453396e-06,1.3240834e-06,6.656155e-08,0.9764997,7.636512e-13,8.527242e-05,2.920287e-15,1.4647038e-07,3.0762188e-11,3.3644705e-18,2.311464e-11,16,0.11202293874511951
53,23,53:23,"They are not but [mere] names you have named them - you and your forefathers - for which Allah has sent down no authority. They follow not except assumption and what [their] souls desire, and there has already come to them from their Lord guidance.",8.469214e-05,3.3548935e-05,1.6281108e-05,0.008082005,0.0007423565,5.6827652e-08,0.0,1.9965503e-09,0.9797235,4.996217e-07,0.003116295,7.127924e-07,1.0163183e-06,3.9226526e-07,3.9617852e-28,8.485383e-05,0.00041826788,8.676457e-09,0.007696092,2.955686e-11,1.9618809e-09,4.0193937e-10,5.0468422e-08,5.5791045e-08,8,0.12520914750588302
53,24,53:24,Or is there for man whatever he wishes?,4.07499e-09,0.86278427,3.4408414e-11,3.5887384e-09,1.5869329e-08,1.0702407e-13,0.0,1.787949e-09,1.5578798e-06,0.12768203,7.270846e-05,3.4920297e-10,2.6519878e-11,1.2646716e-10,5.2768442e-11,5.666708e-06,5.044109e-08,2.8742725e-11,0.009450409,1.1128085e-09,8.313693e-09,5.695038e-19,1.4283451e-10,2.2736891e-07,1,0.4349776338423891
53,25,53:25,"Rather, to Allah belongs the Hereafter and the first [life].",2.5023576e-06,0.00033469568,1.0576669e-06,2.646132e-07,0.0068982067,6.8705514e-11,0.0,3.1460058e-07,0.9459217,4.0828985e-07,0.007903646,1.7561284e-05,9.151467e-05,4.1074427e-06,8.5484076e-21,1.5088153e-05,0.0003328698,1.1298598e-07,0.03579468,2.9926138e-12,5.1520838e-06,1.4907336e-09,1.069288e-09,0.002672778,8,0.2669365921576793
53,26,53:26,And how many angels there are in the heavens whose intercession will not avail at all except [only] after Allah has permitted [it] to whom He wills and approves.,1.2434846e-09,0.036022335,2.4430454e-08,0.115409195,3.7026646e-05,2.8254395e-11,0.0,8.370583e-11,0.23978586,4.2801145e-07,5.4338434e-06,0.0002707472,4.0089412e-07,3.929928e-09,6.668478e-16,1.1137705e-05,1.334336e-06,1.5162373e-10,0.60831946,4.8909277e-10,0.00013204128,7.702313e-12,1.6914369e-06,7.4145756e-09,18,1.017736396408991
53,27,53:27,"Indeed, those who do not believe in the Hereafter name the angels female names,",3.797415e-14,0.00047539733,1.4163974e-10,1.8630999e-08,3.8483005e-11,1.891044e-11,0.0,1.16220636e-11,3.4082307e-06,0.996451,5.4540706e-06,1.3912834e-08,3.8256298e-10,9.0595026e-10,2.8099066e-12,7.148752e-08,1.0438647e-09,2.1074861e-13,0.0030631162,1.1923712e-10,1.729272e-12,5.176271e-15,5.043615e-13,1.7208917e-08,9,0.025021545000437833
53,28,53:28,"And they have thereof no knowledge. They follow not except assumption, and indeed, assumption avails not against the truth at all.",2.1816344e-09,2.1002215e-07,5.6961233e-12,1.0404547e-07,3.1264062e-09,1.3713733e-12,0.0,1.0645949e-17,2.8052793e-05,1.2307617e-09,2.548741e-09,3.962819e-10,3.2719132e-08,2.3960121e-08,3.6598133e-24,0.99992746,8.629519e-09,3.613765e-11,4.3756052e-05,5.013444e-12,4.789762e-11,8.8276755e-13,7.018978e-12,7.312133e-10,15,0.0008119974389635619
53,29,53:29,So turn away from whoever turns his back on Our message and desires not except the worldly life.,3.6460477e-08,0.023928043,0.00015912644,5.4990412e-09,8.086174e-09,6.123142e-10,0.0,1.4885224e-10,0.054788135,2.2804024e-08,4.2432114e-07,3.0184293e-07,4.0533955e-08,4.56057e-09,1.3987098e-19,0.00015413771,3.408609e-05,9.9611146e-11,0.92091984,2.85275e-06,9.359946e-06,2.4335873e-07,6.949653e-12,4.054266e-06,18,0.32761092888902366
53,30,53:30,"That is their sum of knowledge. Indeed, your Lord is most knowing of who strays from His way, and He is most knowing of who is guided.",1.438972e-09,0.0014148309,7.706973e-08,4.900911e-06,7.2812276e-05,4.9073523e-11,0.0,2.0604193e-12,0.00072576874,2.0959955e-07,2.415615e-08,3.5016876e-10,1.1116387e-07,1.3592379e-05,3.0034134e-17,4.6773228e-05,9.2881294e-07,1.7145096e-08,0.9977214,1.450424e-09,2.92956e-07,2.2378419e-14,3.8498772e-08,2.9774264e-10,18,0.018201768827931758
53,31,53:31,And to Allah belongs whatever is in the heavens and whatever is in the earth - that He may recompense those who do evil with [the penalty of] what they have done and recompense those who do good with the best [reward] -,4.497594e-10,3.445547e-09,7.97243e-14,1.3061927e-15,0.9999962,1.3812573e-15,0.0,4.1005907e-11,3.9340284e-06,9.314752e-12,2.0144981e-09,4.6524413e-14,8.085083e-12,1.6731144e-07,1.5368674e-27,8.2821927e-10,2.7273342e-11,6.7889975e-13,2.676507e-07,1.1948823e-14,6.2894316e-08,5.078433e-17,1.3282854e-09,1.08121454e-11,4,6.064528324992953e-05
53,32,53:32,"Those who avoid the major sins and immoralities, only [committing] slight ones. Indeed, your Lord is vast in forgiveness. He was most knowing of you when He produced you from the earth and when you were fetuses in the wombs of your mothers. So do not claim yourselves to be pure; He is most knowing of who fears Him.",4.5243698e-10,0.00022739962,2.5645208e-09,0.9966867,3.663411e-12,6.092906e-15,0.0,1.2237944e-18,1.4298513e-08,5.0149627e-09,9.2313115e-11,2.8095024e-10,7.138057e-19,3.6013983e-08,4.2736406e-13,9.7329426e-08,1.3545515e-08,1.5314124e-13,0.0027134186,4.2688925e-16,1.7074253e-11,5.850416e-17,0.00037097782,6.264892e-14,3,0.02418383819804694
53,33,53:33,Have you seen the one who turned away,2.2115438e-13,1.0,3.0253758e-10,8.232883e-13,6.818885e-24,4.9074855e-10,0.0,1.3417246e-17,2.845853e-10,1.0978953e-08,9.8761145e-15,8.5336055e-16,3.4703548e-19,1.7180904e-16,2.5378966e-07,1.9255941e-09,5.2172725e-13,5.077857e-15,2.0893697e-07,4.2745255e-11,3.1746405e-13,1.8605965e-19,6.2754663e-21,9.509235e-20,1,7.332648970554306e-06
53,34,53:34,And gave a little and [then] refrained?,2.7369792e-08,0.9885985,3.3411366e-06,3.706029e-12,2.155703e-13,6.183992e-08,0.0,7.430692e-15,5.1122746e-09,6.308737e-05,1.1843707e-09,1.5857106e-08,2.131322e-11,1.6912802e-08,0.0034388346,4.6667316e-07,6.872946e-08,2.3323855e-11,0.0077712624,7.853261e-14,2.601178e-05,2.7188458e-12,9.97141e-05,4.662985e-11,1,0.07044665868843451
53,35,53:35,"Does he have knowledge of the unseen, so he sees?",6.0732255e-08,0.4325594,5.0135354e-06,2.5877376e-05,0.007965878,4.5037302e-07,0.0,1.985795e-16,9.949145e-05,4.0313273e-09,1.4258826e-05,1.1818885e-09,7.8580975e-11,6.2576504e-08,8.078389e-13,0.00026435632,6.79637e-09,8.419553e-10,0.55895835,2.232623e-07,7.750067e-10,4.1516913e-14,4.269962e-11,0.00010482287,18,0.7306921775863527
53,36,53:36,Or has he not been informed of what was in the scriptures of Moses,1.5960257e-10,0.026529206,4.6187157e-08,1.4063462e-09,1.620308e-08,0.3388547,0.0,6.185612e-18,0.004418786,2.3360232e-07,1.7049204e-10,1.3980386e-10,4.8036263e-06,1.8582025e-08,1.364215e-19,0.00015150625,2.1638403e-08,2.2250322e-13,0.630038,5.913272e-14,3.8770204e-10,1.3407888e-16,2.958574e-11,5.4764036e-12,18,0.779407847702002
53,37,53:37,"And [of] Abraham, who fulfilled [his obligations] -",9.561421e-07,0.79347694,0.001843444,3.8394974e-06,1.6750487e-08,0.004629082,0.0,8.3347603e-13,1.8307159e-05,1.1907464e-06,4.971577e-07,9.249276e-06,1.8364739e-11,1.1976188e-09,2.7625551e-06,0.01074784,1.7431593e-06,7.7391954e-10,0.18924679,6.7388673e-12,1.8255552e-05,4.02928e-10,1.2547437e-10,1.1802934e-09,1,0.5844551510493996
53,38,53:38,That no bearer of burdens will bear the burden of another,3.4137588e-07,0.22307739,4.0982357e-08,3.5554663e-07,3.2777205e-09,1.4469266e-08,0.0,1.0559854e-14,9.230797e-08,1.390404e-06,7.531173e-07,6.0292294e-08,1.2059889e-11,1.8980454e-05,4.346441e-06,9.031226e-06,7.913922e-06,2.24511e-14,0.75477624,1.02337115e-14,0.022100462,2.6833598e-12,8.5563657e-14,5.786233e-08,18,0.6317655451713358
53,39,53:39,And that there is not for man except that [good] for which he strives,5.4633528e-08,0.06819534,1.0432492e-06,4.2018332e-06,1.9946207e-05,1.0622129e-11,0.0,6.234484e-10,3.9646716e-06,9.5222655e-05,1.6320659e-05,1.4886098e-07,6.20246e-10,1.0224501e-07,3.3715648e-09,0.0024537086,1.0419685e-06,4.03414e-10,0.9278312,1.2678954e-07,0.0013775929,8.0363227e-10,7.60218e-07,5.8301023e-08,18,0.2778781689117188
53,40,53:40,And that his effort is going to be seen -,5.8565404e-15,0.999466,2.9544817e-10,6.197197e-14,7.315202e-10,1.7174311e-13,0.0,1.8781551e-17,4.5266287e-11,4.5666284e-09,1.9866497e-10,6.2782674e-06,5.0807584e-17,1.971907e-07,5.7884904e-06,1.3055404e-07,4.5682813e-10,1.997726e-14,0.0005142703,5.3386094e-07,1.0265625e-05,1.3360725e-14,9.655918e-14,1.0908082e-13,1,0.004704180375104969
